요양기관명,우편번호,주소,전화번호
은빛가정의원,1604,서울특별시 노원구 동일로245가길 41 205호 (상계동),02-936-6985
연세석가정의학과의원,3976,서울특별시 마포구 연남로 44 A-103호 (연남동 코오롱아파트),02-323-7578
연세내과의원,8312,서울특별시 구로구 구로동로26길 119 정엽빌딩 4 5층 (구로동),02-857-8275
현대중앙의원,4183,서울특별시 마포구 효창원로 253-2 (공덕동),02-706-7582
유내과의원,6971,서울특별시 동작구 상도로37길 74 (상도동),02-825-2303
불광연세가정의학과의원,3397,서울특별시 은평구 불광로 8 (대조동),02-356-8807
강남우리집의원,6306,서울특별시 강남구 개포로 229 2층 (개포동),
정소아청소년과의원,1799,서울특별시 노원구 화랑로51길 78 2층 (공릉동 비선아파트상가),02-948-4552
모아가정의학과의원,3390,서울특별시 은평구 역말로 135 역말로 135,02-357-1475
홍원택가정의학과의원,2138,서울특별시 중랑구 면목로 457 2층 (상봉동),02-6402-4160
김승일마취통증의학과의원,2588,서울특별시 동대문구 천호대로 72 (용두동),02-927-2471
아이조은성모소아청소년과의원,7053,서울특별시 동작구 보라매로 106 2층 (신대방동),02-823-3690
문광호내과의원,5241,서울특별시 강동구 올림픽로 787 (암사동),02-428-7582
한솔내과의원,8793,서울특별시 관악구 인헌길 12 2층 (봉천동),02-887-7582
빈중선내과의원,2243,서울특별시 중랑구 면목로27길 80,02-433-0578
한길의원,8251,서울특별시 구로구 고척로21나길 18 (개봉동),02-2617-8887
조내과의원,5085,서울특별시 광진구 뚝섬로 496 (자양동 (2 3층)),02-498-6144
김현소아청소년과의원,1357,서울특별시 도봉구 도당로13길 15 2층 (방학동),02-955-5225
양의원,4794,서울특별시 성동구 아차산로7길 20 2층 (성수동2가),02-469-3871
현대가정의학과의원,1611,서울특별시 노원구 동일로237나길 1 1층 (상계동),
서울의원,1905,서울특별시 노원구 월계로 370 (월계동 희성프라자201-202호),02-993-2161
종로세브란스의원,3124,서울특별시 종로구 종로41길 4 2층 (종로6가),02-747-5076
최와김내과의원,2860,서울특별시 성북구 동소문로 66 지상3층 (동소문동3가),02-926-5879
김장욱가정의학과의원,2798,서울특별시 성북구 종암로24가길 53 203호 (종암동 에스케이상가),02-941-1097
동부중앙의원,2006,서울특별시 중랑구 동일로 909,02-973-5888
박내과의원,8031,서울특별시 양천구 신월로 165 2층 (신월동),02-2608-6800
조희준내과의원,5248,서울특별시 강동구 올림픽로 651 (천호동),02-477-7545
진광준외과의원,5031,서울특별시 광진구 광나루로36길 14 (구의동 2 3층),
김인주연세가정의학과의원,3604,서울특별시 서대문구 홍은중앙로 89 (홍은동),02-379-0900
봉천연세가정의원,8717,서울특별시 관악구 은천로 35 (봉천동),02-876-7582
남산의원,4106,서울특별시 마포구 대흥로 169-0 201호 (대흥동 베스텔),02-715-6951
마리이비인후과의원,4149,서울특별시 마포구 백범로 96 2층 (대흥동),02-715-3239
미래신경과의원,1660,서울특별시 노원구 한글비석로24길 63 (상계동),02-939-1115
정소아과의원,5240,서울특별시 강동구 상암로 11 (암사동),02-3013-9739
이상구내과의원,2721,서울특별시 성북구 길음로9길 50 상가동 128 129호 (길음동 정릉길음9단지 래미안아파트),02-919-6688
행복한서내과의원,5735,서울특별시 송파구 마천로 264 2층 3호 (거여동 흥일빌딩),02-443-7826
한마음내과의원,7423,서울특별시 영등포구 도림로 206 (대림동),02-843-0872
중앙정형외과의원,2725,서울특별시 성북구 길음로 20 5층 (길음동 길음뉴타운. 상가동5층),02-912-2326
연세가정의학과의원,3781,서울특별시 서대문구 연희로 42 2층 (연남동),02-323-9869
김내과의원,4318,서울특별시 용산구 백범로51길 6 1 2 3층 (효창동),02-703-2226
송내과의원,1607,서울특별시 노원구 동일로 1669 (상계동),02-3392-2275
최태진내과의원,8365,서울특별시 구로구 천왕로 32 천왕에이스프라자 302호 (천왕동),02-2681-7582
연세가정의원,3500,서울특별시 은평구 증산로3길 6 2층 (증산동 비자림빌딩),02-306-8112
김기중내과의원,1638,서울특별시 노원구 덕릉로 781 삼보빌딩 2층,02-939-8317
서울희내과의원,1205,서울특별시 강북구 도봉로 63 5층 (미아동),02-983-7582
송파본내과의원,5697,서울특별시 송파구 송파대로 385 성룡빌딩 지하1~지상1층 (석촌동),02-423-6655
김홍열내과의원,8627,서울특별시 금천구 금하로 651 2층 (시흥동 대의빌딩),
백합의원,4332,서울특별시 용산구 후암로 35 (후암동 백합선교관),02-774-7557
서울가정의원,6918,서울특별시 동작구 만양로 26 206호 (상도동 건영아파트상가),02-825-6331
서울제이소아청소년과의원,6229,서울특별시 강남구 언주로 309 6층 (역삼동 기성빌딩),
연세재활의학과의원,6952,서울특별시 동작구 상도로 103 (상도동),02-823-6782
김패밀리의원,3071,서울특별시 종로구 성균관로 49-1 (명륜3가),02-765-1777
함내과의원,2147,서울특별시 중랑구 겸재로 119-1,02-493-7200
이영우내과의원,8206,서울특별시 구로구 신도림로 7 205호 (신도림동),02-2636-7582
정가정의학과의원,2091,서울특별시 중랑구 상봉중앙로1길 12 (상봉동),02-438-8828
유진의원,7542,서울특별시 강서구 양천로 677 (염창동),02-3665-0024
이재용내과의원,1073,서울특별시 강북구 도봉로 329 (수유동 동오빌딩),02-906-8866
한빛내과의원,7433,서울특별시 영등포구 여의대방로 89 2층 (신길동 익녕빌딩),02-845-0075
아셈내과의원,6083,서울특별시 강남구 영동대로 602 5층 501호 (삼성동 미켈란107빌딩 ),02-551-8275
서울가정의원,5016,서울특별시 광진구 아차산로29길 51 2층 (화양동),02-469-8050
동호권가정의학과의원,2467,서울특별시 동대문구 고산자로 534 204호 (제기동),02-963-6868
가족사랑의원,7975,서울특별시 양천구 목동중앙본로 40 (목동),02-2649-2119
김재학내과의원,4154,서울특별시 마포구 큰우물로 53 402호 (염리동),02-704-1335
독립문연세내과의원,3734,서울특별시 서대문구 통일로 189-1 2층 (영천동),02-737-1789
현내과의원,7766,서울특별시 강서구 가로공원로76길 102 1층 (화곡동),02-2697-8558
이태원제일의원,4343,서울특별시 용산구 회나무로 23 (이태원동 제일의원),02-796-8275
문가정의학과의원,1656,서울특별시 노원구 한글비석로48길 6 205호 (상계동 한신2차상가),02-951-3553
박성규내과의원,3734,서울특별시 서대문구 영천시장길 70 (옥천동),02-392-4027
이영록내과의원,6940,서울특별시 동작구 등용로 127 103동 205 206호 (대방동 대방동현대아파트),02-825-7525
미래아이산부인과의원,7550,서울특별시 강서구 양천로 556 1-7층 (등촌동 강서메디칼센터),02-3665-2002
정가정의원,3105,서울특별시 종로구 종로51나길 2 2층 (창신동),02-762-7511
새하늘내과의원,7013,서울특별시 동작구 사당로 300 225호 (사당동 이수자이상가),02-598-5551
수내과의원,7741,서울특별시 강서구 등촌로5길 5 2층 (화곡동),02-2645-8191
건항외과의원,2086,서울특별시 중랑구 망우로 403 삼부빌딩 4층 (망우동),02-437-7533
한솔내과의원,2711,서울특별시 성북구 보국문로18길 1 4층 401호 (정릉동),02-943-8370
한마음의원,1143,서울특별시 강북구 오현로 191 2층 (번동),02-946-1416
박병익내과의원,6166,서울특별시 강남구 테헤란로87길 47 3층 (삼성동),
강민모내과의원,5320,서울특별시 강동구 구천면로 287 (천호동),02-475-8877
나눔의원,1234,서울특별시 강북구 오패산로30길 30 204 205 206 209 210 211 212호 (미아동 경남아너스빌),
서울가정의학과의원,8725,서울특별시 관악구 구암길 106 205호 (봉천동 관악드림타운분산상가),02-888-8858
맑은서울가정의원,8792,서울특별시 관악구 봉천로 576 2층 (봉천동),02-877-6633
명내과의원,4318,서울특별시 용산구 백범로 285 (효창동),02-714-1675
남문내과의원,8546,서울특별시 금천구 독산로85길 13 (독산동),02-855-8688
필내과의원,8086,서울특별시 양천구 신월로 338 3층 (신정동 원빌딩),02-2646-8257
우리소아청소년과의원,4354,서울특별시 용산구 새창로 70-0 304호 (도원동 삼성래미안아파트),02-707-2007
이내과의원,4974,서울특별시 광진구 아차산로 502 (광장동 진넥스오딧세이 303호),02-458-6400
조한준가정의학과의원,5351,서울특별시 강동구 천호대로187길 53,02-472-3396
성림내과의원,5679,서울특별시 송파구 백제고분로 276 (석촌동 공익빌딩 203호),02-420-3308
백수진가정의학과의원,3491,서울특별시 은평구 은평터널로 65 3층 (수색동 대림아파트상가),02-373-3210
한빛내과의원,4311,서울특별시 용산구 효창원로93길 9 (청파동2가),02-3272-7582
이민재의원,4426,서울특별시 용산구 이촌로 248 (이촌동 한강맨션 11동상가 203-1),02-792-8575
이가정의학과의원,1618,서울특별시 노원구 동일로227길 86 2층 (상계동 상록아파트상가),02-932-5312
이희수소아청소년과의원,2102,서울특별시 중랑구 중랑역로 90 3층 (중화동 대원메디칼빌딩),02-492-0577
세브란스의원,3485,서울특별시 은평구 응암로 181 2층 (응암동),02-309-9111
편안한내과의원,2102,서울특별시 중랑구 중랑역로 90,02-491-5967
방이아산가정의학과의원,5633,서울특별시 송파구 백제고분로48길 27 302호 (방이동 성우빌딩),02-424-1005
안석주내과의원,2560,서울특별시 동대문구 왕산로32길 7 BYC 청량리 오피스텔 5층 6층 (용두동),02-959-8275
푸른가정의학과의원,7962,서울특별시 양천구 목동중앙남로4길 4 1층 (목동),02-2653-1264
오수혁내과의원,5248,서울특별시 강동구 천호대로 997 (천호동 신라빌딩),02-478-2489
연세양지가정의원,8855,서울특별시 관악구 난곡로26길 13 (신림동),02-869-2101
지킴내과의원,5117,서울특별시 광진구 광나루로 614 (구의동 만택빌딩 3층),02-2201-2210
조은의원,8211,서울특별시 구로구 신도림로 16 2층 (신도림동 신도림대림1 2차아파트),02-2677-0775
송미영가정의학과의원,8222,서울특별시 구로구 경인로47길 54 2층 (고척동),02-2683-5752
연세행복한가정의학과의원,7377,서울특별시 영등포구 대림로 245 대림동근생빌딩 1층 (대림동),02-835-5411
김윤자내과의원,1436,서울특별시 도봉구 도봉로 553 2층 (쌍문동 상수빌딩),
김철우내과의원,5773,서울특별시 송파구 양산로 42 (거여동 2층),02-407-4202
구로현대의원,8282,서울특별시 구로구 구로동로 179 (구로동),02-864-2559
박병규내과의원,1157,서울특별시 강북구 도봉로 190 (미아동 비전빌딩),02-945-4191
예원내과의원,1891,서울특별시 노원구 광운로 45 (월계동),02-943-7715
중앙의원,8217,서울특별시 구로구 경인로53길 15 중앙유통단지 A01-01호 (구로동),02-2689-5227
새천년연세의원,3696,서울특별시 서대문구 홍연길 87 2층 (연희동),02-333-7583
연세쿰내과의원,5834,서울특별시 송파구 중대로 24 207호 (문정동 올림픽훼미리타운 아파트상가),02-400-9422
서중산내경내과의원,5058,서울특별시 광진구 자양로13길 73 2층 (자양동),02-2201-4075
송파우리들의원,5698,서울특별시 송파구 송파대로 345 2037호 2038호 (가락동 헬리오시티),02-448-8275
참사랑가정의학과의원,2709,서울특별시 성북구 솔샘로6길 63 2층 (정릉동),02-918-1919
우리들가정의학과의원,4088,서울특별시 마포구 토정로 219 (신수동),02-716-5700
김성훈가정의학과의원,3315,서울특별시 은평구 갈현로41길 10-1 (갈현동),02-351-3253
추교영내과의원,1819,서울특별시 노원구 공릉로 144 (공릉동) 공릉빌딩 2층,02-977-7532
민내과의원,8708,서울특별시 관악구 보라매로3길 29 3층(9 10-1 11 13-19호) (봉천동 해태보라매타워),02-835-6400
전기원내과의원,5372,서울특별시 강동구 양재대로 1390 (둔촌동 원천빌딩),02-487-1675
미래신경과의원,2146,서울특별시 중랑구 면목로 415,02-438-7582
한빛연세내과의원,6959,서울특별시 동작구 성대로 11 2층 (상도동),02-826-7582
연세이너힐의원,2759,서울특별시 성북구 월계로40길 7 센트럴타운 2 3층 202 205 301호 (장위동),02-3292-8275
동민의원,4301,서울특별시 용산구 청파로 322 (청파동1가 동민의원),02-714-0593
소망의원,8775,서울특별시 관악구 신림로 269 3층 (신림동),02-868-1070
열린연세정형외과의원,8235,서울특별시 구로구 고척로 132 서정빌딩 4 5층 (개봉동),02-2617-8222
